231508.13 +201706.4 -000038.9-000095.600036.9 08.9100.72G? 0
231744.08 +644506.1 +000022.9-000000.100002.7 08.9100.45F? 0
232131.70 -355900.4 +000010.0-000012.300004.5 08.9100.92G? 0
232158.04 +163757.6 +000408.3-000044.900020.8 08.9100.60G? 0
232326.71 -085256.8 +000217.1+000003.500031.9 08.9100.55F? 0
232834.60 -382035.1 -000001.6-000038.900009.2 08.9100.48F? 0
232856.14 +300904.9 +000004.1-000073.200004.0 08.9100.62G? 0
233056.52 -580644.1 +000000.0+000000.000000.0 08.9100.51F? 1
233809.87 -251315.8 +000146.8-000028.900026.6 08.9100.53F? 0
234149.95 +401853.9 -000045.7-000012.900000.5 08.9100.40F? 0
234704.47 +513324.8 +000009.7+000000.100000.4 08.9100.04A? 0
235020.81 +015504.8 -000051.0-000022.100004.3 08.9100.49F? 0
235057.21 +521328.5 -000058.4-000000.400006.4 08.9100.44F? 0
235301.85 -400050.0 +000024.6-000011.600008.2 08.9100.96K? 0
235607.07 -255428.7 +000019.5-000006.900014.1 08.9100.91G? 0
235750.75 +764813.3 -000025.7+000014.700008.8 08.9100.80G? 0
235857.67 +444434.8 +000009.6-000016.000000.1 08.9100.39F? 0
000433.44 -762047.5 +000008.5+000024.900011.7 08.9101.02K? 0
000445.17 +551057.8 -000017.1-000007.100001.8 08.9101.11K? 0
000849.06 +333806.0 -000043.3+000004.900011.4 08.9101.14K? 0
001206.08 -074207.2 +000011.3-000010.600024.3 08.9101.24K? 0
001623.67 -513640.7 +000017.8-000051.700005.3 08.9101.13K? 0
001640.86 -302604.5 +000012.5-000018.800009.2 08.9101.40K? 0
002418.73 +342304.7 +000011.2+000015.800003.9 08.9101.66K? 0
002758.56 +385724.6 +000016.6+000010.100008.4 08.9101.50K? 0
003622.12 -082714.0 -000002.4-000040.800008.3 08.9101.22K? 0
004309.40 +551747.7 +000001.5-000013.400005.2 08.9101.71K? 0
004421.30 +040723.6 +000003.7-000014.900000.5 08.9101.36K? 0
004548.49 -415433.7 +000257.4-000068.600092.0 08.9101.28K? 0
004728.24 +471816.3 -000029.0-000012.200019.3 08.9101.55K? 0
010039.65 +172800.7 +000000.0+000009.300001.9 08.9101.17K? 0
010538.26 +011203.7 -000002.4-000009.100005.7 08.9101.04K? 0
010926.71 +482323.8 -000011.0-000019.900027.0 08.9101.23K? 0
011425.04 +654415.0 -000001.5-000004.000013.7 08.9101.76K? 0
011530.86 -553440.6 +000030.0-000019.200009.7 08.9101.18K? 0
011720.32 -190138.6 -000007.1-000024.500013.9 08.9101.10K? 0
011920.50 +385451.9 +000024.4-000016.300015.8 08.9101.28K? 0
012109.41 -625855.4 -000006.1+000011.500019.5 08.9101.58K? 0
012901.45 +512405.8 +000009.9+000007.100011.7 08.9101.41K? 0
013706.87 +272604.6 +000002.1-000018.300011.1 08.9101.48K? 0
013803.59 +610249.2 +000014.3+000000.700014.9 08.9101.96M? 0
014022.86 -475445.6 +000047.0-000002.600008.2 08.9101.04K? 0
014243.05 +251810.5 -000019.9-000043.500017.3 08.9101.68K? 0
014305.59 -693421.1 +000016.1-000016.900001.5 08.9101.10K? 0
014318.35 +213001.1 +000025.5-000014.100000.0 08.9101.29K? 0
014719.55 +510755.3 +000029.2-000006.700017.0 08.9101.17K? 0
015248.64 -222605.5 +000841.5+000002.800124.4 08.9101.38K? 0
015443.32 +720538.1 +000002.7-000014.300004.3 08.9101.45K? 0
020224.18 +491722.0 -000008.9-000005.600007.6 08.9101.14K? 0
020250.89 +291114.0 -000011.1-000010.700019.3 08.9101.58K? 0
020630.33 +414627.2 +000010.0-000001.500016.1 08.9101.05K? 0
020916.40 +241807.4 -000013.1+000003.000009.0 08.9101.10K? 0
021244.65 +393838.6 +000013.4-000018.300025.1 08.9101.14K? 0
022517.70 +490329.3 -000024.1-000002.800005.7 08.9101.33K? 0
022832.02 +263352.5 -000013.9-000047.300016.9 08.9101.38K? 0
023510.36 +814839.4 +000015.1-000017.600020.2 08.9101.44K? 0
023633.35 +360548.9 +000022.3+000005.000013.8 08.9101.06K? 0
023726.71 -792843.0 +000014.0+000022.600009.2 08.9101.08K? 0
024209.69 -251827.2 +000078.0-000005.900000.6 08.9101.11K? 0
024819.75 +173033.9 +000006.0-000031.100040.5 08.9101.32K? 0
025032.68 -784108.8 +000002.8+000015.200003.0 08.9101.25K? 0
025725.81 +624550.0 -000012.6-000003.700007.3 08.9101.12K? 0
030629.91 +352646.8 +000030.5-000012.500032.5 08.9101.28K? 0
031014.91 -060348.7 -000059.6-000027.000018.6 08.9101.21K? 0
031052.78 -482004.0 +000020.2-000014.600000.8 08.9101.00K? 0
031244.11 -024206.7 +000051.5-000028.100012.2 08.9101.32K? 0
032839.30 -183905.4 -000027.1-000025.200024.0 08.9101.05K? 0
033050.55 -323019.6 -000008.2-000003.500003.6 08.9101.75K? 0
033111.86 +404821.3 +000003.4-000026.600021.1 08.9101.04K? 0
033214.31 +672350.6 +000006.1-000017.800002.1 08.9101.81K? 0
033555.83 -241136.0 +000023.1-000030.200008.8 08.9101.18K? 0
034157.65 -062506.9 -000059.5-000024.400000.7 08.9101.28K? 0
034832.37 -133212.0 -000037.2+000017.600002.3 08.9101.45K? 0
034939.75 +615303.3 +000010.3+000005.700012.6 08.9101.21K? 0
034944.62 +123610.8 -000017.5-000013.900014.9 08.9101.52K? 0
034946.45 +295049.5 +000001.7+000000.600004.0 08.9101.63K? 0
035148.48 +171211.1 +000026.4-000064.300005.0 08.9101.10K? 0
040204.72 +444432.1 -000001.7-000015.700007.7 08.9101.19K? 0
040428.50 -554750.0 -000003.6+000013.400005.3 08.9101.14K? 0
040723.79 -392955.0 +000012.5+000013.300005.3 08.9101.58K? 0
040727.71 -244435.4 -000022.7+000007.200002.9 08.9101.06K? 0
041237.73 +344331.6 +000032.5-000080.900012.7 08.9101.05K? 0
041901.52 +121603.2 +000022.2-000057.200017.7 08.9101.05K? 0
041942.75 +364307.1 -000015.3-000045.400004.1 08.9101.02K? 0
042054.40 -043308.5 -000000.6-000039.300025.4 08.9101.48K? 0
043632.42 -421926.0 +000020.5-000000.800017.0 08.9101.14K? 0
043741.81 +152046.2 -000000.9-000032.300008.8 08.9101.33K? 0
044106.10 +063752.8 -000028.3-000002.400020.7 08.9101.76K? 0
045247.55 -521352.4 +000000.5-000004.300008.6 08.9101.34K? 0
045323.56 -213943.5 -000013.7-000004.600009.9 08.9101.06K? 0
045436.42 +702722.3 +000003.7+000014.000007.0 08.9101.47K? 0
045444.46 +210559.3 +000039.1-000053.100028.7 08.9101.20K? 0
045527.81 +424026.5 +000002.8+000028.900012.5 08.9101.02K? 0
050403.42 +073827.9 -000002.8+000001.000023.8 08.9101.64K? 0
051411.46 +471232.5 +000019.8-000025.900032.0 08.9101.44K? 0
051821.91 -493918.0 +000009.2+000008.100017.2 08.9101.22K? 0
051857.01 +060201.2 -000007.4-000034.700006.1 08.9101.01K? 0
051943.03 -251517.4 -000014.9-000022.100019.2 08.9101.06K? 0
052031.97 -143527.3 +000006.5+000008.000014.8 08.9101.36K? 0
052152.68 -064126.7 +000019.4-000024.600009.2 08.9101.11K? 0
052832.57 -263024.9 -000025.6+000006.500014.6 08.9101.13K? 0
052834.64 +654145.9 +000001.1-000013.000007.0 08.9101.33K? 0
053032.04 -224843.3 -000010.8-000010.200012.1 08.9101.39K? 0
054043.70 -200434.9 -000010.8-000001.100008.0 08.9101.10K? 0
054556.19 +290745.8 +000021.1-000004.300005.9 08.9101.10K? 0
054650.54 -431319.1 +000010.6-000013.700008.8 08.9101.21K? 0
055542.95 +085858.0 -000014.4-000045.000005.4 08.9101.09K? 0
055831.72 +415631.3 -000010.0-000003.400004.5 08.9101.30K? 0
055943.23 +151952.2 -000017.3-000014.600014.2 08.9101.54K? 0
055947.58 -170452.4 +000015.4-000005.900005.6 08.9101.49K? 0
060621.80 -530508.0 +000000.8+000017.300006.8 08.9101.23K? 0
060637.50 +445723.8 -000014.3-000057.100019.5 08.9101.47K? 0
061218.04 -124544.2 -000008.7+000021.900014.3 08.9101.15K? 0
061226.82 -292726.1 -000000.1-000005.700013.9 08.9101.37K? 0
061231.13 +245535.2 -000012.4-000023.800042.8 08.9101.07K? 0
061300.37 +170247.8 +000017.7-000014.200000.0 08.9101.25K? 0
061415.43 -013800.8 -000010.7-000006.400012.5 08.9101.01K? 0
061535.13 +033125.9 -000004.4-000024.300015.1 08.9101.05K? 0
061754.18 +452856.3 +000022.8+000007.900003.9 08.9101.26K? 0
061803.51 +125716.6 +000017.5+000001.400007.8 08.9101.64K? 0
062146.04 -361244.7 +000011.9+000010.800001.9 08.9101.06K? 0
062531.52 -770002.0 +000008.3-000010.700014.9 08.9101.34K? 0
062543.37 +024053.7 -000000.1+000011.000013.2 08.9101.18K? 0
063013.00 -273417.4 +000007.6-000010.800020.6 08.9101.32K? 0
063620.61 -223215.9 -000006.5+000011.000004.7 08.9101.00K? 0
063640.68 +172319.6 -000016.3+000020.400022.1 08.9101.06K? 0
063645.95 -764809.5 -000016.4-000010.600005.1 08.9101.05K? 0
063658.14 -042627.6 -000024.7-000002.600013.8 08.9101.56K? 0
063658.72 -692639.2 +000005.5+000002.600013.2 08.9101.09K? 0
063742.76 -191834.0 +000021.7-000003.500012.7 08.9101.12K? 0
063926.28 +220852.4 +000041.0-000015.300055.8 08.9101.80K? 0
064244.01 -475540.7 -000002.7+000012.000009.1 08.9101.08K? 0
065014.51 +022756.7 +000021.2-000005.000014.3 08.9101.53K? 0
065428.21 +432952.2 -000012.2-000029.600010.3 08.9101.08K? 0
065453.22 -675358.1 +000001.6+000008.900007.1 08.9101.67K? 0
065517.79 -024544.6 +000007.1+000009.700017.9 08.9101.14K? 0
065658.82 +701931.5 -000017.8-000002.500012.5 08.9101.62K? 0
065910.11 -070632.0 -000018.0+000008.900000.6 08.9101.13K? 0
065946.19 +160916.9 -000037.2-000005.600052.7 08.9101.14K? 0
070140.05 +671422.2 -000010.8-000016.400005.7 08.9101.62K? 0
070621.63 -494746.3 -000009.9-000001.400018.3 08.9101.20K? 0
070717.37 +404552.6 +000054.7+000020.300015.8 08.9101.67K? 0
070759.94 +290842.5 +000022.4-000010.200008.0 08.9101.05K? 0
071133.80 -180622.3 +000026.8-000004.900023.8 08.9101.13K? 0
071316.10 -060025.2 -000032.0+000031.100004.0 08.9101.77K? 0
071522.69 +020428.6 +000004.9-000033.100013.8 08.9101.30K? 0
071559.52 +551934.3 +000000.8-000010.800001.7 08.9101.69K? 0
072008.79 -255200.3 -000008.5-000014.500001.4 08.9101.46K? 0
072211.54 -434342.8 -000003.0+000033.700011.6 08.9101.07K? 0
072232.56 -390702.5 -000002.9+000004.300000.2 08.9101.14K? 0
072235.28 -101416.7 +000006.6+000032.800039.8 08.9101.77K? 0
072830.97 -011031.5 +000033.4+000011.900022.4 08.9101.64K? 0
073007.13 -154759.0 +000004.3-000033.000013.3 08.9101.43K? 0
073204.37 -790546.4 -000005.6+000004.600007.3 08.9101.87M? 0
073206.36 +055225.4 +000011.7-000001.700003.1 08.9101.08K? 0
073317.14 -102847.6 -000029.1-000010.600031.9 08.9101.58K? 0
073318.22 -434627.3 +000027.9-000017.600009.6 08.9101.07K? 0
073327.29 -025006.9 -000026.2-000000.300039.8 08.9101.69K? 0
073421.44 +382041.0 -000015.1-000022.200011.7 08.9101.49K? 0
073957.47 -073107.2 -000012.4-000007.600006.4 08.9101.44K? 0
074105.59 -113121.8 -000023.4+000010.500011.0 08.9101.69K? 0
074436.91 -264554.6 -000011.1+000007.600010.1 08.9101.03K? 1
074528.55 +072457.3 -000001.0+000022.100001.7 08.9101.74K? 0
074747.14 -463124.0 -000012.0-000002.700002.2 08.9101.51K? 0
075902.46 +612104.3 +000005.7-000023.700009.4 08.9101.13K? 0
075922.87 +421744.1 +000023.1-000015.300008.4 08.9101.67K? 0
080012.44 -490439.2 -000027.0-000011.500024.2 08.9101.52K? 0
080034.98 -144815.9 -000005.6-000025.300004.9 08.9101.26K? 0
080429.64 -202315.8 +000034.4+000037.900023.6 08.9101.28K? 0
080543.84 -805344.6 -000025.7+000042.600006.3 08.9101.03K? 0
080751.01 -470456.2 +000008.3-000002.900018.5 08.9101.27K? 0
080843.50 -104722.6 -000051.1+000017.100021.8 08.9101.86M? 0 0.10   1.00
080919.20 -121210.4 +000014.5-000010.900007.0 08.9101.33K? 0
081012.96 -175521.7 +000011.7-000026.700006.9 08.9101.00K? 0
081200.98 -442743.9 -000081.6+000002.200001.8 08.9101.08K? 0
081236.73 -151828.2 +000001.7-000001.300010.2 08.9101.01K? 0
081447.80 -704929.5 -000003.1+000014.900013.1 08.9101.03K? 0
081812.47 -411536.7 -000001.3-000010.300011.3 08.9101.03K? 0
082503.16 +730021.6 +000002.5+000018.300007.0 08.9101.20K? 0
082503.33 +042841.4 -000020.1-000009.500027.5 08.9101.21K? 0
082654.93 -322820.0 +000011.0-000004.500021.5 08.9101.51K? 0
082818.13 +475143.4 -000006.3-000020.000003.5 08.9101.08K? 0
083028.86 +383555.0 -000009.1+000009.400003.1 08.9101.37K? 0
083553.63 -291710.9 -000031.4-000057.600007.5 08.9101.05K? 0
084428.72 +124406.0 +000013.7+000004.100037.0 08.9101.31K? 0
084502.70 -264018.4 -000023.6+000002.300011.5 08.9101.16K? 0
084521.13 -204435.0 +000001.2+000013.200010.2 08.9101.14K? 0
085244.15 -493306.1 +000045.7+000006.800021.4 08.9101.53K? 0
085645.32 -784748.4 +000009.8+000030.500003.5 08.9101.02K? 0
085652.52 -134151.8 +000014.6-000017.100012.2 08.9101.56K? 0
090124.71 -501755.9 -000037.4+000052.200000.0 08.9101.20K? 0
090321.26 -542445.1 -000014.6-000001.800014.0 08.9101.35K? 0
090515.87 +141442.9 -000055.3-000016.900036.2 08.9101.11K? 0
091151.36 -021407.0 +000004.1+000006.100026.9 08.9101.21K? 0
091307.60 -470208.4 -000025.9+000019.300013.7 08.9101.32K? 0
091506.09 -574051.6 -000022.3+000030.700002.6 08.9101.11K? 0
091808.19 +030403.0 -000029.2-000009.700021.5 08.9101.01K? 0
092141.41 -043151.3 -000018.2-000004.400000.6 08.9101.25K? 0
092143.97 -105036.7 -000005.3+000022.500004.1 08.9101.11K? 0
092346.11 -335009.8 +000006.8+000018.700001.7 08.9101.19K? 0
092348.48 -381220.1 -000021.0-000013.200004.0 08.9101.42K? 0
092432.52 -224328.6 +000000.7-000046.300000.5 08.9101.11K? 0
092917.73 -040728.0 -000020.7+000010.600010.0 08.9101.04K? 0
092951.91 -721652.2 -000025.7+000038.700004.6 08.9101.02K? 0
093555.70 -292437.9 -000000.4+000005.600005.5 08.9101.28K? 0
093913.99 -593837.1 +000004.9+000008.400006.8 08.9101.17K? 0
094407.88 +534600.4 -000006.6-000010.700002.2 08.9101.53K? 0 0.10   1.00
094429.17 +512140.4 -000003.2+000002.700022.8 08.9101.03K? 0
095001.42 -570028.7 -000013.7-000000.400006.8 08.9101.52K? 0
095443.20 +390709.3 -000023.5-000039.400002.4 08.9101.17K? 0
095821.36 -401932.9 +000003.0+000023.500000.4 08.9101.64K? 0
100448.57 -475934.7 -000032.1+000025.900015.8 08.9101.68K? 0
100820.20 -373405.0 -000055.3+000035.700001.8 08.9101.01K? 0
101122.94 -622004.0 -000017.3-000011.600004.9 08.9101.68K? 0
102241.12 +072519.2 -000053.9+000012.700016.3 08.9101.05K? 0
103044.81 -711611.6 +000010.2-000004.900006.2 08.9101.31K? 0
103257.38 +352256.6 -000011.3+000002.700009.0 08.9101.06K? 0
103558.76 -823825.2 -000033.6+000002.900005.6 08.9101.44K? 0
104637.23 -593218.6 -000002.7-000020.600011.4 08.9101.27K? 0 0.10   1.00
104824.01 -754620.7 -000009.1+000012.700000.0 08.9101.85M? 0
