 7.42250  -1.0000
 7.42250  -0.9947
 7.41944  -0.9072
 7.41028  -0.6442
 7.40111  -0.3808
 7.39167  -0.1175
 7.38250   0.1456
 7.38528   0.5017
 7.37306   0.8531
 7.37556   1.2089
 7.36639   1.4725
 7.36917   1.8281
 7.36611   2.1378
 7.36278   2.4475
 7.36556   2.8028
 7.36833   3.1581
 7.36528   3.4672
 7.36222   3.7767
 7.35917   4.0858
 7.35611   4.3950
 7.34694   4.6589
 7.33806   4.9228
 7.32917   5.1867
 7.32000   5.4506
 7.31111   5.7147
 7.29611   5.9336
 7.28111   6.1528
 7.27222   6.4172
 7.26333   6.6817
 7.24222   6.8561
 7.23333   7.1208
 7.21222   7.2958
 7.20333   7.5608
 7.18833   7.7808
 7.17333   8.0011
 7.16444   8.2661
 7.15556   8.5314
 7.14639   8.7969
 7.13750   9.0622
 7.12250   9.2828
 7.10750   9.5036
 7.09861   9.7692
 7.07750   9.9456
 7.06833  10.2114
 7.05944  10.4772
 7.04444  10.6983
 7.03528  10.9642
 7.03250  11.2747
 7.03556  11.6297
 7.03889  11.9844
 7.04222  12.3392
 7.04528  12.6936
 7.05472  13.0919
 7.05194  13.4019
 7.06167  13.7997
 7.05889  14.1094
 7.06222  14.4631
 7.06583  14.8161
 7.06306  15.1256
 7.06028  15.4350
 7.06389  15.7878
 7.06750  16.1403
 7.06500  16.4494
 7.06250  16.7583
 7.07250  17.1533
 7.07000  17.4622
 7.08000  17.8564
 7.09028  18.2503
 7.10056  18.6436
 7.11111  19.0361
 7.12139  19.4281
 7.13778  19.6425
 7.14861  20.0333
 7.15917  20.4236
 7.17000  20.8131
 7.18111  21.2019
 7.19222  21.5900
 7.20333  21.9772
 7.21444  22.3639
 7.22583  22.7497
 7.23750  23.1347
 7.23583  23.4394
 7.24083  23.7836
 7.24583  24.1275
 7.23750  24.3922
 7.22917  24.6569
 7.22083  24.9219
 7.19889  25.1081
 7.19056  25.3731
 7.16861  25.5592
 7.14667  25.7456
 7.12444  25.9317
 7.10250  26.1178
 7.08694  26.3436
 7.07167  26.5694
 7.04917  26.7553
 7.04056  27.0211
 7.01806  27.2072
 7.00944  27.4731
 6.99389  27.6992
 6.97806  27.9250
 6.96917  28.1911
 6.96056  28.4572
 6.95167  28.7233
 6.94278  28.9897
 6.93389  29.2558
 6.92500  29.5219
 6.91611  29.7883
 6.90694  30.0544
 6.89806  30.3208
 6.88917  30.5872
 6.88000  30.8533
 6.87111  31.1197
 6.85472  31.3461
 6.83861  31.5722
 6.82944  31.8386
 6.82028  32.1050
 6.79667  32.2908
 6.78722  32.5572
 6.77083  32.7831
 6.75417  33.0089
 6.73000  33.1939
 6.70611  33.3783
 6.68917  33.6036
 6.65778  33.7461
 6.64056  33.9708
 6.60889  34.1117
 6.57694  34.2517
 6.54833  34.3019
 6.52361  34.4825
 6.50667  34.9250
 6.48167  35.1047
 6.46417  35.3269
 6.43167  35.4619
 6.39889  35.5958
 6.36611  35.7283
 6.33333  35.8597
 6.31861  36.0000
 4.98528  36.0000
 4.98528  35.9786
 5.00028  35.7419
 5.01528  35.5050
 5.03028  35.2675
 5.04500  35.0294
 5.05972  34.7908
 5.07444  34.5519
 5.08889  34.3128
 5.09056  33.9533
 5.10500  33.7133
 5.11917  33.4731
 5.13333  33.2325
 5.14750  32.9914
 5.16167  32.7497
