13.02250 -54.7567
13.01060 -54.6614
12.97610 -54.5739
12.96330 -54.2778
12.92860 -53.9869
12.89440 -53.6936
12.86060 -53.3978
12.82750 -53.2997
12.79440 -53.1994
12.75060 -53.1953
12.71780 -53.1894
12.68420 -53.3814
12.65110 -53.3711
12.61690 -53.5581
12.58360 -53.5431
12.54920 -53.7253
12.51580 -53.7056
12.48250 -53.6833
12.45030 -53.5594
12.41810 -53.4331
12.38860 -53.1058
12.35690 -52.9756
12.32830 -52.6444
12.30000 -52.3117
12.26940 -52.1753
12.23920 -52.0372
12.21060 -51.7981
12.18250 -51.5572
12.15280 -51.4133
12.12360 -51.2675
12.09250 -51.2183
12.06170 -51.1672
12.03670 -50.8189
12.03250 -50.5061
12.00810 -50.1561
11.98420 -49.8050
11.95670 -49.6486
11.92920 -49.4903
11.90000 -49.4281
11.87060 -49.3639
11.84140 -49.2975
11.81220 -49.2292
11.78310 -49.1592
11.75420 -49.0869
11.72530 -49.0128
11.69670 -48.9367
11.66810 -48.8589
11.63670 -48.8750
11.60530 -48.8892
11.57670 -48.8050
11.54830 -48.7192
11.51690 -48.7269
11.48560 -48.7322
11.45750 -48.6403
11.42310 -48.7358
11.39500 -48.6400
11.36030 -48.7306
11.32890 -48.7244
11.29030 -48.9033
11.25860 -48.8922
11.22720 -48.8786
11.19940 -48.7703
11.17190 -48.6600
11.14440 -48.5478
11.11690 -48.4342
11.08970 -48.3186
11.06280 -48.2014
11.03580 -48.0825
11.00890 -47.9619
10.98220 -47.8397
10.95580 -47.7158
10.92080 -47.7711
10.89470 -47.6433
10.85970 -47.6936
10.83360 -47.5622
10.79860 -47.6075
10.76360 -47.6500
10.73780 -47.5128
10.71190 -47.3742
10.67690 -47.4097
10.65140 -47.2675
10.61670 -47.2981
10.58170 -47.3258
10.55640 -47.1781
10.52140 -47.2011
10.49640 -47.0497
10.46140 -47.0681
10.43690 -46.9133
10.40190 -46.9269
10.37220 -46.8533
10.34280 -46.7775
10.31060 -46.5622
10.27580 -46.5656
10.25190 -46.4006
10.22280 -46.3169
10.19360 -46.2314
10.17030 -46.0617
10.14690 -45.8911
10.11810 -45.8003
10.08940 -45.7078
10.06670 -45.5328
10.03280 -45.5172
10.01000 -45.3394
 9.98750 -45.1603
 9.95389 -45.1383
 9.93167 -44.9564
 9.90361 -44.8519
 9.87611 -44.7456
 9.85417 -44.5597
 9.83250 -44.3728
 9.80528 -44.2619
 9.77806 -44.1494
 9.75667 -43.9586
 9.73583 -43.7669
 9.71472 -43.5742
 9.70000 -43.3047
 9.68556 -43.0344
 9.66500 -42.8394
 9.64472 -42.6433
 9.62444 -42.4461
 9.60444 -42.2481
 9.58472 -42.0492
 9.56472 -41.8492
 9.54528 -41.6486
 9.51361 -41.5936
 9.49417 -41.3903
 9.47500 -41.1864
 9.44361 -41.1264
 9.43694 -40.7758
 9.41806 -40.5694
 9.39944 -40.3619
 9.39306 -40.0111
 9.37444 -39.8028
 9.36222 -39.5225
 9.35028 -39.2419
 9.33222 -39.0317
 9.32639 -38.6797
 9.30861 -38.4686
 9.29083 -38.2567
 9.27333 -38.0439
 9.25583 -37.8303
 9.23833 -37.6161
 9.22111 -37.4011
 9.20389 -37.1856
 9.17472 -37.1058
 9.15778 -36.8883
 9.13500 -36.7381
 9.11194 -36.5864
 9.08944 -36.4336
 9.06667 -36.2794
 9.04417 -36.1242
 9.02167 -35.9678
 8.99917 -35.8103
 8.97694 -35.6517
 8.95472 -35.4917
 8.93278 -35.3308
 8.91694 -35.1039
 8.91361 -34.7475
 8.89806 -34.5200
 8.88889 -34.2275
 8.87972 -33.9353
 8.87667 -33.5783
 8.87361 -33.2219
 8.86472 -32.9292
 8.85583 -32.6361
 8.85306 -32.2797
 8.85028 -31.9231
 8.84167 -31.6300
 8.83278 -31.3369
 8.83028 -30.9803
 8.82778 -30.6239
 8.81944 -30.3306
 8.82306 -29.9114
 8.81472 -29.6181
 8.80639 -29.3244
 8.80444 -28.9683
 8.80222 -28.6125
 8.79417 -28.3189
 8.78611 -28.0250
 8.77833 -27.7311
 8.77028 -27.4372
 8.76250 -27.1431
 8.75500 -26.8489
 8.74139 -26.6158
 8.72778 -26.3825
 8.72028 -26.0875
 8.71278 -25.7925
 8.69972 -25.5581
 8.68639 -25.3233
 8.67333 -25.0881
 8.66028 -24.8522
 8.64722 -24.6161
 8.63444 -24.3797
 8.62139 -24.1428
 8.60861 -23.9053
 8.59611 -23.6675
 8.58333 -23.4294
 8.57083 -23.1908
 8.55806 -22.9519
 8.53389 -22.8294
 8.52139 -22.5892
 8.50917 -22.3489
 8.49694 -22.1081
 8.48472 -21.8669
 8.47250 -21.6253
 8.46028 -21.3833
 8.43639 -21.2553
 8.42444 -21.0125
 8.40667 -20.8258
 8.38889 -20.6383
 8.37694 -20.3942
 8.36528 -20.1494
 8.35333 -19.9047
 8.33000 -19.7708
 8.31250 -19.5806
 8.29500 -19.3894
 8.27944 -19.0603
 8.25639 -18.9228
 8.24500 -18.6750
 8.22167 -18.5361
 8.19861 -18.3958
 8.17556 -18.2547
 8.15250 -18.1125
 8.12944 -17.9694
 8.10667 -17.8253
 8.08944 -17.6269
 8.07250 -17.4281
 8.04972 -17.2817
 8.02694 -17.1342
 8.01611 -16.8808
 7.99333 -16.7319
 7.98250 -16.4781
 7.97167 -16.2239
 7.95500 -16.0214
 7.93861 -15.8183
 7.92194 -15.6150
 7.90528 -15.4108
 7.88889 -15.2064
 7.87250 -15.0014
 7.85611 -14.7961
 7.83972 -14.5903
 7.81750 -14.4344
 7.79500 -14.2781
 7.78472 -14.0203
 7.77444 -13.7625
 7.75250 -13.6044
 7.74222 -13.3461
 7.73194 -13.0875
 7.72778 -12.7789
 7.72361 -12.4703
 7.71333 -12.2114
 7.71500 -11.8531
 7.70500 -11.5939
 7.69500 -11.3347
