15.00000 -56.3769
15.00830 -56.3769
15.03970 -56.2314
15.07110 -56.0842
15.10190 -55.9350
15.13280 -55.7842
15.16940 -55.7172
15.20580 -55.6481
15.25470 -55.7461
15.29110 -55.6708
15.33360 -55.6775
15.37640 -55.6806
15.40580 -55.5142
15.43500 -55.3464
15.46390 -55.1769
15.49280 -55.0061
15.52110 -54.8336
15.54940 -54.6597
15.57720 -54.4842
15.59170 -54.1458
15.61920 -53.9683
15.64640 -53.7892
15.67330 -53.6089
15.68640 -53.2681
15.71310 -53.0856
15.73920 -52.9017
15.75170 -52.5594
15.77750 -52.3736
15.78940 -52.0306
15.81470 -51.8428
15.83970 -51.6539
15.86470 -51.4639
15.87580 -51.1189
15.88000 -50.6964
15.88390 -50.2742
15.88810 -49.8517
15.89190 -49.4294
15.90890 -49.1606
15.91250 -48.7381
15.91610 -48.3156
15.91940 -47.8933
15.90780 -47.5997
15.91140 -47.1775
15.91360 -46.8961
15.94750 -46.9953
15.97390 -47.1575
16.01560 -47.1864
16.05690 -47.2119
16.07860 -47.0114
16.09390 -46.7364
16.10860 -46.4606
16.11690 -46.1108
16.12500 -45.7611
16.13940 -45.4844
16.15390 -45.2072
16.16170 -44.8569
16.16920 -44.5064
16.17030 -44.0831
16.17140 -43.6597
16.15920 -43.3731
16.13420 -43.0811
16.12170 -42.9344
16.09000 -42.8486
16.05830 -42.7606
16.02670 -42.6703
16.00030 -42.7933
15.96220 -42.7639
15.93060 -42.6669
15.89940 -42.5678
15.87500 -42.4028
15.84970 -42.3764
15.81190 -42.3344
15.77420 -42.2889
15.74750 -42.3967
15.72110 -42.5025
15.69440 -42.6069
15.66780 -42.7094
15.64640 -42.8897
15.62500 -43.0689
15.60330 -43.2469
15.58170 -43.4239
15.57080 -43.7608
15.54860 -43.9361
15.52640 -44.1103
15.51500 -44.4456
15.49250 -44.6178
15.48060 -44.9525
15.44170 -44.8767
15.40280 -44.7978
15.37920 -44.6050
15.35360 -44.5489
15.33030 -44.3536
15.29190 -44.2647
15.25390 -44.1722
15.22580 -44.2458
15.19750 -44.3172
15.17420 -44.4722
15.15080 -44.6256
15.12720 -44.7778
15.10330 -44.9286
15.07940 -45.0781
15.05530 -45.2261
15.04060 -45.5461
15.01640 -45.6919
15.00110 -46.0108
15.00000 -46.0108
15.00000 -56.3769
