064122.05 +094351.7 -000009.8-000017.000019.8 08.89-0.15B? 0
064144.45 -304222.3 -000020.4-000001.200001.1 08.8900.36F? 0
064330.09 +122423.8 -000010.4-000005.900011.7 08.8900.44F? 0
064350.32 +435824.0 -000000.2-000009.600008.6 08.8900.39F? 0
064656.01 +541931.3 -000006.0-000003.200015.4 08.8900.14A? 0
065041.96 -572311.2 +000003.3+000014.200000.2 08.8900.44F? 0
065057.89 -561413.2 -000050.5+000028.100008.2 08.8900.59G? 0
065112.16 -352804.1 +000006.3+000007.400002.5 08.8900.37F? 0
065146.37 +002756.8 +000000.0+000000.000000.0 08.89-0.06B? 0
065149.46 -263453.1 +000000.0+000000.000000.0 08.89-0.11B? 0
065219.09 -651532.0 +000001.9-000008.400016.0 08.8900.34F? 0
065254.28 -652526.1 +000000.0+000000.000000.0 08.8900.11A? 1
065312.89 -445543.9 -000047.0+000105.400007.2 08.8900.78G? 0
065414.70 +353055.0 +000019.0-000011.300027.4 08.8900.59G? 0
065447.70 +655905.1 +000008.2-000017.800002.9 08.8900.95G? 0
065623.34 -005217.8 -000008.9-000015.200022.7 08.8900.09A? 0
065728.82 -350345.2 -000005.8-000014.200011.8 08.8900.68G? 0
065956.92 +054111.8 +000024.5-000028.900008.6 08.8900.88G? 0
070056.35 -510658.3 -000006.0+000022.700001.6 08.8900.15A? 0
070103.80 +063719.0 -000027.6-000016.400015.4 08.8900.32F? 0
070522.70 +111804.6 -000002.2-000004.500010.3 08.8900.92G? 0
070713.45 -031322.3 +000020.6+000000.100007.9 08.89-0.10B? 0
070908.11 +264322.6 -000009.3-000026.400015.2 08.8900.86G? 0
071036.76 +830053.1 +000009.5-000005.100010.8 08.8900.90G? 0
071205.56 -012604.4 +000000.1+000008.600003.3 08.89-0.04B? 0
071228.91 -120514.7 +000020.3-000007.300023.2 08.8900.23A? 0
071423.39 -153111.1 -000004.1-000001.800018.0 08.8900.90G? 0
071444.49 -063816.5 +000007.6-000007.800003.6 08.8900.40F? 0
071602.97 -463631.2 +000032.6+000028.900001.2 08.8900.22A? 0
071610.69 +053458.4 -000005.5-000006.400021.0 08.8900.01A? 1
071612.48 -385142.8 -000010.5+000016.900001.3 08.8900.09A? 0
071622.95 -464733.5 -000010.4+000022.900004.4 08.8900.53F? 0
072035.71 -251026.4 -000000.8+000011.300002.8 08.89-0.17B? 0
072133.85 -300615.2 -000023.3+000019.700026.0 08.8900.66G? 0
072209.94 -240227.3 -000018.5+000007.700002.1 08.8900.26A? 0
072228.61 -671750.5 -000002.7+000007.200014.2 08.8900.11A? 0
072259.96 +552852.2 +000002.1-000023.800013.8 08.8900.22A? 0
072318.49 -101558.0 -000012.1+000003.200013.1 08.8900.00A? 0
072523.41 -292156.5 +000006.8-000011.800006.1 08.8900.98K? 0
072546.75 +692717.5 +000037.7+000004.800009.4 08.8900.50F? 1
072607.22 +602448.2 +000025.7-000060.900008.0 08.8900.63G? 0
072634.85 -042409.2 -000004.3-000007.900024.2 08.8900.78G? 0
072750.28 +522202.0 -000033.7-000051.900002.9 08.8900.50F? 0
072821.73 +121046.9 -000020.1-000021.100004.4 08.8900.40F? 0
073435.10 +165406.6 -000000.3-000276.900004.3 08.8900.58F? 0
073455.43 +472530.5 +000037.0-000035.900016.7 08.8900.96K? 0
073546.70 +181936.8 -000006.7-000039.500006.3 08.8900.63G? 0
073616.67 -171131.4 +000004.0-000000.200006.7 08.8900.06A? 0
073751.47 -561047.3 -000003.5+000005.100004.0 08.8900.05A? 0
073900.00 +051719.8 -000020.8-000027.800001.0 08.8900.34F? 1
073958.30 +295356.0 -000024.3+000011.600051.4 08.8900.87G? 0
074129.34 -204309.3 +000005.6-000002.400008.5 08.8900.03A? 0
074213.86 -680608.3 +000015.4+000045.500014.7 08.8900.97K? 0
074255.90 -345232.1 -000015.7-000043.500012.9 08.8900.58G? 0
