19.18580  36.0000
19.18580  35.9886
19.16750  35.9864
19.13890  35.7183
19.11390  35.5378
19.08890  35.3569
19.07860  35.0911
19.06860  34.8256
19.05860  34.5597
19.04860  34.2939
19.03140  34.0700
19.01440  33.8458
19.00440  33.5797
18.99470  33.3139
18.98500  33.0478
18.97530  32.7817
18.96560  32.5156
18.96330  32.2075
18.96080  31.8997
18.97250  31.5078
18.98390  31.1150
18.99560  30.7217
19.00670  30.3278
19.00390  30.0189
19.01500  29.6242
19.01220  29.3150
19.00940  29.0058
19.00670  28.6967
19.00390  28.3875
18.98060  28.2078
18.97080  27.9417
18.96140  27.6756
18.95170  27.4094
18.94220  27.1431
18.93280  26.8769
18.90970  26.6967
18.90030  26.4303
18.89110  26.1639
18.87500  25.9406
18.85890  25.7169
18.84670  25.3617
18.82390  25.1806
18.80140  24.9992
18.79220  24.7328
18.78310  24.4664
18.76080  24.2847
18.75170  24.0186
18.74280  23.7522
18.73360  23.4858
18.72440  23.2197
18.72220  22.9111
18.71970  22.6025
18.71060  22.3361
18.70170  22.0700
18.69280  21.8036
18.68360  21.5375
18.67470  21.2714
18.66580  21.0053
18.65690  20.7392
18.64810  20.4731
18.63920  20.2069
18.63030  19.9408
18.62140  19.6747
18.61250  19.4089
18.60360  19.1428
18.59470  18.8769
18.59220  18.5683
18.60220  18.1739
18.61250  17.7786
18.62250  17.3831
18.62610  17.0306
18.62970  16.6775
18.62690  16.3681
18.63690  15.9711
18.64640  15.5736
18.64390  15.2636
18.64720  14.9097
18.63810  14.6436
18.64170  14.2894
18.64500  13.9350
18.63580  13.6689
18.60830  13.5356
18.58390  13.7119
18.56220  13.7550
18.53500  13.6211
18.50750  13.4869
18.49250  13.2653
18.47750  13.0436
18.45640  12.8658
18.43530  12.6883
18.41390  12.7311
18.38670  12.5972
18.35940  12.4633
18.33250  12.3297
18.32360  12.0656
18.30280  11.8886
18.29390  11.6247
18.28530  11.3608
18.27670  11.0972
18.26780  10.8336
18.25920  10.5700
18.25030  10.3064
18.24170  10.0431
18.23310   9.7797
18.21190   9.6047
18.20330   9.3419
18.18250   9.1672
18.17360   8.9047
18.15280   8.7308
18.14420   8.4683
18.12940   8.2506
18.11470   8.0331
18.09390   7.8603
18.08500   7.5989
18.06420   7.4267
18.05560   7.1656
18.04080   6.9492
18.02580   6.7333
17.99920   6.6072
17.98440   6.3919
17.95780   6.2669
17.94280   6.0525
17.91610   5.9286
17.90140   5.7147
17.88080   5.5467
17.86000   5.3792
17.85110   5.1211
17.84220   4.8633
17.83360   4.6058
17.82470   4.3483
17.81580   4.0908
17.80690   3.8336
17.79810   3.5767
17.78920   3.3197
17.78030   3.0631
17.77720   2.7603
17.77420   2.4572
17.78280   2.0608
17.79140   1.6639
17.80610   1.4378
17.81750   1.1258
17.83530   0.9850
17.84690   0.6722
17.85830   0.3594
17.86690   0.0397
17.88140  -0.2675
17.89280  -0.5817
17.91060  -0.7233
17.92810  -0.8650
17.96970  -0.9756
17.96060  -1.0147
17.98720  -1.1169
18.00500  -1.2583
18.02250  -1.4000
18.04030  -1.5414
18.06390  -1.5086
18.08780  -1.4756
18.10560  -1.6167
18.12310  -1.7578
18.14690  -1.7239
18.17080  -1.6897
18.19780  -1.5675
18.21860  -1.6200
18.24560  -1.4969
18.27250  -1.3733
18.29940  -1.2494
18.32060  -1.0783
18.32970  -0.8144
18.33920  -0.5500
18.34830  -0.2858
18.34560   0.0708
18.35500   0.3353
18.36420   0.5997
18.37330   0.8642
18.39420   1.0367
18.41530   1.2092
18.44220   1.3361
18.46920   1.4633
18.49000   1.6367
18.51110   1.8100
18.53810   1.9378
18.55890   1.8886
18.58580   2.0167
18.60670   1.9675
18.63360   2.0958
18.65440   2.0467
18.68140   2.1753
18.70830   2.3036
18.72330   2.5239
18.73860   2.7442
18.74780   3.0106
18.75690   3.2769
18.76610   3.5431
18.77530   3.8094
18.78440   4.0758
18.78190   4.4339
18.77920   4.7919
18.78830   5.0583
18.79750   5.3247
18.80080   5.6367
18.80390   5.9489
18.80140   6.3069
18.81640   6.5275
18.83170   6.7481
18.85860   6.8769
18.87970   6.8281
18.90060   6.7789
18.92780   6.9072
18.95500   7.0353
18.97030   7.2553
18.99140   7.4292
19.01280   7.6028
19.02190   7.8689
19.04330   8.0422
19.05860   8.2617
19.07390   8.4811
19.09530   8.6539
19.10470   8.9194
19.12610   9.0919
19.14750   9.2642
19.16310   9.4828
19.17830   9.7011
19.18780   9.9664
19.19750  10.2314
19.20690  10.4964
19.20440  10.8550
19.21420  11.1200
19.22360  11.3850
19.22110  11.7436
19.22470  12.0556
19.21640  12.4611
19.22000  12.7731
19.22360  13.0850
19.24530  13.2556
19.25500  13.5203
19.27670  13.6903
19.29250  13.9075
19.30830  14.1242
19.31810  14.3883
