 6.31500  36.0000
 6.31500  36.0792
 6.30417  36.1222
 6.28583  36.3411
 6.25972  36.5144
 6.24861  36.7781
 6.23750  37.0414
 6.21139  37.2133
 6.17750  37.3381
 6.14389  37.4614
 6.11778  37.4086
 6.08361  37.5289
 6.07194  37.7903
 6.06000  38.0517
 6.04806  38.3125
 6.02083  38.4778
 6.00889  38.7383
 5.99667  38.9986
 5.96917  39.1619
 5.95667  39.4217
 5.93667  39.6325
 5.91667  39.8428
 5.88861  40.0031
 5.86083  40.1622
 5.84778  40.4200
 5.83472  40.6778
 5.80639  40.8347
 5.79306  41.0917
 5.77972  41.3483
 5.76639  41.6047
 5.75278  41.8611
 5.73917  42.1169
 5.71000  42.2700
 5.69611  42.5250
 5.67444  42.7281
 5.65250  42.9303
 5.63056  43.1317
 5.60833  43.3325
 5.58611  43.5325
 5.56361  43.7317
 5.53333  43.8764
 5.51833  44.1275
 5.48778  44.2700
 5.47250  44.5203
 5.45722  44.7700
 5.44194  45.0194
 5.41861  45.2133
 5.39500  45.4064
 5.35556  45.4864
 5.31583  45.5636
 5.29194  45.7525
 5.25194  45.8253
 5.21194  45.8953
 5.17750  45.8817
 5.15417  45.7050
 5.12000  45.6878
 5.09694  45.5086
 5.07417  45.3283
 5.05167  45.1472
 5.01750  45.1233
 4.98361  45.0972
 4.95556  44.9906
 4.92750  44.8822
 4.88778  44.9281
 4.84806  44.9711
 4.80833  45.0108
 4.76833  45.0475
 4.74278  45.2111
 4.71722  45.3736
 4.67694  45.4031
 4.63667  45.4294
 4.59639  45.4525
 4.57028  45.6075
 4.53000  45.6253
 4.49639  45.7083
 4.46278  45.7889
 4.44306  46.0058
 4.42306  46.2219
 4.38917  46.2978
 4.36861  46.5117
 4.34833  46.7247
 4.32750  46.9369
 4.30667  47.1483
 4.30667  47.5725
 4.31333  47.9264
 4.33444  48.1389
 4.35583  48.3506
 4.37722  48.5614
 4.38472  48.9144
 4.39222  49.2672
 4.40722  49.5483
