080252.92 +095218.5 +000039.5+000051.500014.5 08.8300.03A? 0
081343.91 -313257.3 -000005.5+000012.000007.3 08.8300.04A? 0
081433.42 -113152.6 -000025.2+000019.200001.0 08.8300.38F? 0
081846.13 +070251.0 +000016.7+000026.400006.9 08.8300.33F? 0
081848.47 -040503.8 -000000.3+000004.500018.5 08.8300.43F? 0
081938.05 -314924.5 -000005.1+000006.400003.3 08.83-0.01B? 0
082234.88 -095953.7 -000010.6-000011.100013.6 08.8300.66G? 0
082243.69 -314202.4 -000013.2+000009.500001.4 08.83-0.15B? 0
082256.27 +043307.8 -000012.2-000001.900009.0 08.8300.23A? 0
082344.90 +073216.8 -000020.5-000010.200002.3 08.8300.42F? 0
082419.69 -022522.5 -000108.1-000068.700028.0 08.8300.66G? 0
082720.33 -450621.8 -000019.5-000002.200005.6 08.8300.08A? 0
082735.58 +135847.9 +000016.2-000019.100000.8 08.8300.40F? 0
082739.04 +273342.5 +000010.5-000006.900013.3 08.8300.26A? 0
082900.06 -294238.3 -000013.3+000003.800007.8 08.8300.92G? 0
082916.10 -210227.9 -000080.3+000006.000017.4 08.8300.46F? 0
083028.24 -205224.2 -000024.8-000005.200005.5 08.8300.21A? 0
083136.29 -351150.5 -000004.5+000012.300006.9 08.83-0.05B? 0
083455.63 -105541.1 +000005.6-000024.900001.0 08.8300.38F? 0
083505.53 -114240.7 -000001.4+000010.700013.2 08.8300.01A? 0
083904.18 -461336.6 -000027.9-000025.000020.7 08.8300.18A? 0
083909.31 +185706.8 -000010.3-000000.300003.9 08.8300.42F? 0
084054.08 +130809.9 -000021.4+000056.600020.8 08.8300.58G? 0
084304.35 -481103.6 -000010.6+000003.900006.2 08.8300.00A? 0
084326.97 +651254.7 -000023.9-000003.100017.4 08.8300.49F? 0
084909.29 +080103.9 -000071.8+000028.600003.2 08.8300.49F? 0
085412.84 +300724.9 -000076.0-000031.800006.9 08.8300.36F? 0
085631.59 -503118.3 -000096.5+000130.800017.8 08.8300.52F? 0
085719.33 -565001.6 -000014.0+000000.300002.6 08.8300.31A? 0
085730.37 +012304.0 -000003.5-000000.500006.6 08.83-0.01B? 0
090037.91 +351247.2 +000000.8-000028.700005.6 08.8300.78G? 0
090344.01 -040929.9 -000028.2+000006.500008.4 08.8300.45F? 0
090415.04 +030135.7 +000028.9-000087.400020.5 08.8300.87G? 0
090501.59 -234634.1 -000019.9+000001.500018.0 08.8300.36F? 0
091147.24 -743650.6 +000004.8+000010.200008.6 08.83-0.05B? 0
091410.68 -502055.3 -000006.7+000020.900001.4 08.8300.14A? 0
