# Star catalog derived from the Hipparcos and Tycho star catalogs.
# These catalogs are in the public domain, and can be obtained from
# http://cdsweb.u-strasbg.fr/viz-bin/Cat?I/239
#
# Changes made to the raw catalog include stripping out certain data
# fields, reformatting, and manual matching up common and genetive
# star names.  The modified catalog is (C) Jason Harris, 2003, and is
# licensed under the terms of the GNU General Public License (GPL):
# http://www.gnu.org/licenses/gpl.html
#
#  RA        DEC      pmRA     pmDEC  plx      mag  BV SpT b? dV   vper Name : genetive name
#
125401.63 +555735.4 +000111.7-000009.000040.3 01.76-0.02A0 0 0.03   5.08Alioth : eps UMa
032419.35 +495140.5 +000024.1-000026.000005.5 01.7900.48F5 0            Mirfak : alp Per
182410.35 -342303.5 -000039.6-000124.000022.6 01.79-0.03B9 0            Kaus Australis : eps Sgr
110343.84 +614504.0 -000136.5-000035.200026.4 01.8101.06F7 1            Dubhe : alp UMa
070823.49 -262335.5 -000002.8+000003.300001.8 01.8300.67F8 0            Wezen : del CMa
134732.55 +491847.9 -000121.2-000015.600032.4 01.85-0.10B3 0            Alkaid : eta UMa
173719.13 -425952.2 +000006.1-000000.900012.0 01.8600.41F1 1            Sargas : the Sco
082230.86 -593034.3 -000025.3+000022.700005.2 01.8601.20K3 1            Avior : eps Car
055931.77 +445650.8 -000056.4-000000.900039.7 01.9000.08A2 1 0.07   0.00Menkalinan : bet Aur
164839.87 -690139.5 +000017.9-000032.900007.8 01.9101.45K2 0            : alp TrA
063742.70 +162357.9 -000002.0-000066.900031.1 01.9300.00A0 0            Alhena : gam Gem
084442.20 -544230.8 +000028.8-000104.100040.9 01.9300.04A1 1            : del Vel
202538.85 -564405.6 +000007.7-000086.200017.8 01.94-0.12B2 0            Peacock : alp Pav
023147.08 +891550.9 +000044.2-000011.700007.6 01.9700.64F7 0 0.04   3.97Polaris : alp UMi
062241.99 -175721.3 -000003.5-000000.500006.5 01.98-0.24B1 0 0.03   0.25Mirzam : bet CMa
092735.25 -083931.3 -000014.5+000033.200018.4 01.9901.44K3 0            Alphard : alp Hya
020710.29 +232746.0 +000190.7-000145.800049.5 02.0101.15K2 0            Hamal : alp Ari
101958.16 +195030.7 +000310.8-000152.900026.0 02.0101.13K0 1            Al Gieba : gam2Leo
004335.23 -175912.1 +000232.8+000032.700034.0 02.0401.02K0 0            Diphda : bet Cet
185515.92 -261747.7 +000013.9-000052.600014.5 02.05-0.13B2 0            Nunki : sig Sgr
140641.32 -362207.3 -000519.3-000517.900053.5 02.0601.01K0 0            Menkent : the Cen
000823.17 +290527.0 +000135.7-000162.900033.6 02.07-0.04B9 1            Alpheratz : alp And
054745.39 -094010.6 +000001.6-000001.200004.5 02.07-0.17B0 0            Saiph : kap Ori
010943.80 +353715.0 +000175.6-000112.200016.4 02.0701.58M0 0            Mirach : bet And
145042.40 +740919.7 -000032.3+000011.900025.8 02.0701.47K4 0            Kocab : bet UMi
224239.93 -465304.4 +000135.7-000004.500019.2 02.0701.61M5 0            : bet Gru
173456.00 +123338.1 +000110.1-000222.600069.8 02.0800.15A5 1            Rasalhague : alp Oph
030810.13 +405720.3 +000002.4-000001.400035.1 02.09-0.00B8 1 0.14   0.00Algol : bet Per
020353.92 +421947.5 +000043.1-000050.900009.2 02.1001.37B8 1            Almach : gam2And
114903.88 +143420.4 -000499.0-000113.800090.2 02.1400.09A3 0            Denebola : bet Leo
005642.50 +604300.3 +000025.6-000003.800005.3 02.15-0.05B0 0            Tsih : gam Cas
124131.20 -485735.6 -000187.3-000001.200025.0 02.20-0.02A1 1            : gam Cen
080335.07 -400011.5 -000030.8+000016.800002.3 02.21-0.27O5 0            Naos : zet Pup
091705.43 -591630.9 -000019.0+000013.100004.7 02.2100.19A8 0            Aspidiske : iot Car
153441.19 +264253.7 +000120.4-000089.400043.6 02.2200.03A0 1            Alphecca : alp CrB
132355.42 +545531.5 +000121.2-000022.000041.7 02.2300.06A2 1            Mizar : zet UMa
202213.70 +401524.1 +000002.4-000000.900002.1 02.2300.67F8 0            Sadr : gam Cyg
090759.78 -432557.4 -000023.2+000014.300005.7 02.2301.67K4 0            Suhail : lam Vel
004030.39 +563214.7 +000050.4-000032.200014.3 02.2401.17K0 0            Schedar : alp Cas
175636.38 +512920.2 -000008.5-000023.100022.1 02.2401.52K5 0            Eltanin : gam Dra
053200.40 -001756.7 +000001.7+000000.600003.6 02.25-0.17O9 1 0.10   0.00Mintaka : del Ori
000910.09 +590900.8 +000523.4-000180.400059.9 02.2800.38F2 0 0.04   0.10Caph : bet Cas
133953.27 -532758.9 -000014.6-000012.800008.7 02.29-0.17B1 1            : eps Cen
160020.01 -223717.8 -000008.7-000036.900008.1 02.29-0.12B0 1            Dschubba : del Sco
165010.24 -341733.4 -000611.8-000255.900049.9 02.2901.14K2 0            : eps Sco
144155.77 -472317.3 -000021.1-000024.200006.0 02.30-0.15B1 0 0.03   0.26Men : alp Lup
143530.45 -420927.9 -000035.3-000032.400010.6 02.33-0.16B1 0 0.07   1.28: eta Cen
110150.39 +562256.4 +000081.7+000033.700041.1 02.3400.03A1 0            Merak : bet UMa
144459.25 +270427.0 -000050.6+000020.000015.6 02.3500.97A0 1            Pulcherrima : eps Boo
214411.14 +095230.0 +000030.0+000001.400004.8 02.3801.52K2 0            Enif : eps Peg
174229.28 -390147.7 -000006.5-000025.600007.0 02.39-0.17B1 0 0.02   0.20: kap Sco
002616.87 -421818.4 +000232.8-000353.600042.1 02.4001.08K0 1            Ankaa : alp Phe
115349.74 +534141.0 +000107.8+000011.200039.0 02.4100.04A0 0            Phecda : gam UMa
171022.66 -154330.5 +000041.2+000097.700038.8 02.4300.06A2 1            : eta Oph
230346.33 +280456.8 +000187.8+000137.600016.4 02.4401.66M2 0            Scheat : bet Peg
072405.71 -291811.2 -000003.8+000006.700001.0 02.45-0.08B5 0            Aludra : eta CMa
211834.58 +623507.6 +000149.9+000048.300066.8 02.4500.26A7 0            Alderamin : alp Cep
092206.83 -550038.5 -000010.7+000011.200006.0 02.47-0.14B2 0            Markab : kap Vel
204612.43 +335810.0 +000356.2+000330.300045.3 02.4801.02K0 0            Gienah : eps Cyg
230445.62 +151219.3 +000061.1-000042.600023.4 02.49-0.00B9 0            Markab : alp Peg
163709.53 -103401.7 +000013.1+000025.400007.1 02.5400.04O9 0            : zet Oph
030216.78 +040523.7 -000011.8-000078.800014.8 02.5401.63M2 0            Menkab : alp Cet
135532.43 -471717.8 -000057.1-000044.800008.5 02.55-0.18B2 0            : zet Cen
111406.41 +203126.5 +000143.3-000130.400056.5 02.5600.13A4 0            Zozma : del Leo
160526.23 -194819.4 -000006.8-000024.900006.2 02.56-0.07B0 1            Graffias : bet2Sco
053243.81 -174920.3 +000003.3+000001.500002.5 02.5800.21F0 0            Arneb : alp Lep
120821.54 -504320.7 -000047.5-000006.400008.2 02.58-0.13B2 0            : del Cen
121548.47 -173231.1 -000159.6+000022.300019.8 02.58-0.11B8 0            Gienah : gam Crv
190236.72 -295248.4 -000014.1+000003.700036.6 02.6000.06A3 1            : zet Sgr
151700.47 -092258.3 -000096.4-000020.800020.4 02.61-0.07B8 0            Zuben el Chamali : bet Lib
154416.00 +062531.9 +000134.7+000044.100044.5 02.6301.17K2 0            Unukalhai : alp Ser
015438.35 +204829.9 +000096.3-000108.800054.7 02.6400.17A5 1            Sheratan : bet Ari
053938.94 -340426.6 -000000.1-000024.100012.2 02.65-0.12B7 0            Phakt : alp Col
055943.24 +371246.0 +000042.1-000073.600018.8 02.65-0.08A0 0 0.03   3.62: the Aur
123423.23 -232347.8 +000000.9-000056.000023.3 02.6500.89G5 0            Kraz : bet Crv
012548.60 +601407.5 +000297.2-000049.500032.8 02.6600.16A5 0            Ruchbah : del Cas
135441.12 +182354.9 -000061.0-000358.100088.2 02.6800.58G0 1            Muphrid : eta Boo
145831.95 -430801.9 -000034.1-000038.300006.2 02.68-0.18B2 0            : bet Lup
104646.12 -492512.5 +000062.5-000053.600028.2 02.6900.90G5 1            : mu  Vel
123711.08 -690807.9 -000039.9-000012.400010.7 02.69-0.18B2 0            : alp Mus
045659.62 +330958.1 +000003.6-000018.500006.4 02.6901.49K3 0            Kabdhilinan : iot Aur
173045.84 -371744.7 -000004.2-000029.100006.3 02.70-0.18B2 0            Lesath : ups Sco
071708.56 -370551.0 -000010.6+000007.000003.0 02.7101.62K3 1            : pi  Pup
182059.62 -294940.9 +000030.0-000026.400010.7 02.7201.38K3 0            Kaus Media : del Sgr
194615.57 +103647.8 +000015.7-000003.100007.1 02.7201.51K3 0            Tarazed : gam Aql
162359.51 +613050.7 -000017.0+000056.700037.2 02.7300.91G8 0            : eta Dra
161420.77 -034138.3 -000045.8-000142.900019.2 02.7301.58M1 0            Yed Prior : del Oph
104257.43 -642340.1 -000018.9+000012.100007.4 02.74-0.22B0 1            : the Car
124140.00 -012658.3 -000616.7+000060.700084.5 02.7400.37F0 1            : gam Vir
053525.98 -055435.6 +000002.3-000000.600002.5 02.75-0.21O9 0            Na'ir al Saif : iot Ori
132036.07 -364243.5 -000340.8-000088.000055.6 02.7500.07A2 0            : iot Cen
145052.78 -160229.8 -000105.7-000069.000042.2 02.7500.15A3 0            Zuben El Genubi : alp2Lib
174328.38 +043400.9 -000040.7+000158.800039.8 02.7601.17K2 0            Kelb al Rai : bet Oph
050751.03 -050510.5 -000083.4-000075.400036.7 02.7800.16A3 0            Cursa : bet Eri
163013.26 +212922.7 -000098.4-000014.500022.1 02.7800.95G8 1            Kornephoros : bet Her
171438.86 +142324.9 -000006.7+000032.800008.5 02.7801.16M5 1            Ras Algethi : alp Her
121508.76 -584456.0 -000036.7-000010.700009.0 02.79-0.19B2 0            : del Cru
173025.98 +521804.9 -000015.6+000011.600009.0 02.7900.95G2 0            Rastaban : bet Dra
153508.46 -411000.1 -000016.1-000025.500005.8 02.80-0.22B2 1 0.02   2.85: gam Lup
052814.73 -204533.2 -000005.0-000085.900020.5 02.8100.81G5 0            Nihal : bet Lep
164117.48 +313606.8 -000462.6+000345.100092.6 02.8100.65F9 1            : zet Her
002539.20 -771518.1 +002220.1+000324.400133.8 02.8200.62G2 0            : bet Hyi
163552.96 -281257.5 -000008.6-000022.500007.6 02.82-0.21B0 0            : tau Sco
182758.27 -252516.5 -000044.8-000186.300042.2 02.8201.02K1 0            Kaus Borealis : lam Sgr
001314.15 +151101.0 +000004.7-000008.200009.8 02.83-0.19B2 1 0.03   0.15Algenib : gam Peg
080732.70 -241816.0 -000083.3+000046.400052.0 02.8300.46F2 0 0.10   0.14: rho Pup
155508.81 -632547.1 -000188.4-000401.900081.2 02.8300.32F2 0            : bet TrA
035407.92 +315301.2 +000004.4-000009.200003.3 02.8400.27B1 0            Atik : zet Per
173150.52 -495233.5 -000031.3-000067.200013.5 02.84-0.14B2 0            Tchou : alp Ara
172518.00 -553147.4 -000008.2-000024.700005.4 02.8401.48K3 0            : bet Ara
034729.06 +240618.9 +000019.4-000043.100008.9 02.85-0.09B7 0            Alcyone : eta Tau
130210.76 +105732.8 -000275.1+000020.000031.9 02.8500.93G8 0            Vindemiatrix : eps Vir
214702.29 -160735.6 +000263.3-000296.200084.6 02.8500.18A5 0 0.11   1.02Deneb Algiedi : del Cap
015845.87 -613411.7 +000262.5+000026.900045.7 02.8600.29F0 1            : alp Hyi
194458.44 +450750.5 +000043.2+000048.400019.1 02.86-0.00B9 1            : del Cyg
151854.69 -684046.1 -000066.5-000032.000017.9 02.8700.01A1 0            : gam TrA
062257.59 +223049.9 +000056.8-000108.800014.1 02.8701.62M3 0            Tejat : mu  Gem
221830.18 -601534.2 -000071.5-000038.100016.4 02.8701.39K3 1            : alp Tuc
025815.72 -401817.0 -000053.5+000025.700020.2 02.8800.13A4 1            Acamar : the2Eri
190945.83 -210124.7 -000001.2-000036.800007.4 02.8800.38F2 0            : pi  Sgr
072709.07 +081721.9 -000050.3-000038.500019.2 02.89-0.10B8 0            Gomeisa : bet CMi
125601.84 +381905.7 -000233.4+000055.000029.6 02.89-0.12A0 1 0.08   5.47Cor Caroli : alp1CVn
155851.12 -260650.6 -000012.0-000025.700007.1 02.89-0.18B1 0 0.04   1.57: pi  Sco
035751.22 +400037.0 +000012.6-000024.100006.1 02.90-0.20B0 0            : eps Per
162111.32 -253533.9 -000010.0-000018.000004.4 02.9000.30B1 1 0.06   0.25Al Niyat : sig Sco
213133.52 -053416.2 +000022.8-000006.700005.3 02.9000.83G0 0            Sadalsud : bet Aqr
030447.79 +533023.2 +000000.5-000004.200012.7 02.9100.72G8 1            : gam Per
094706.14 -650419.3 -000011.6+000005.000002.0 02.9200.27A9 1            : ups Car
224300.13 +301316.7 +000013.1-000026.100015.2 02.9300.85G2 1            Matar : eta Peg
122951.98 -163054.3 -000210.0-000139.300037.1 02.94-0.01B9 0            Algorab : del Crv
064956.14 -503651.8 +000034.2-000065.800017.9 02.9401.21K0 1            : tau Pup
220547.03 -001911.4 +000017.9-000009.900004.3 02.9500.97G2 0            Sadalmelik : alp Aqr
053738.68 +210833.3 +000002.4-000018.000007.8 02.97-0.15B4 0            : zet Tau
094551.10 +234627.4 -000046.1-000009.600013.0 02.9700.81G0 0            : eps Leo
035801.73 -133029.7 +000060.5-000111.300014.8 02.9701.59M1 0            Zaurak : gam Eri
180548.52 -302525.1 -000055.8-000181.500033.9 02.9800.98K0 0            Al Nasl : gam2Sgr
131855.25 -231017.1 +000068.4-000041.100024.7 02.9900.92G8 0            : gam Hya
174735.08 -400737.1 +000000.4-000006.400001.8 02.9900.51F3 0            : iot1Sco
190524.61 +135149.4 -000007.0-000095.300039.2 02.9900.01A0 0            : zet Aql
020932.52 +345914.6 +000148.8-000039.100026.2 03.0000.14A5 1            : bet Tri
152043.75 +715002.3 -000018.0+000017.700006.8 03.0000.06A3 0            Pherkab : gam UMi
165152.24 -380250.4 -000008.8-000021.600004.0 03.00-0.20B1 0 0.26   1.45: mu 1Sco
215355.65 -372153.4 +000095.9-000012.100016.1 03.00-0.08B8 1            Al Dhanab : gam Gru
110939.86 +442954.8 -000062.4-000027.400022.2 03.0001.14K1 0            : psi UMa
034255.48 +474715.6 +000023.8-000041.900006.2 03.01-0.12B5 1            : del Per
062018.79 -300348.2 +000008.0+000003.800009.7 03.02-0.16B2 0            Furud : zet CMa
070301.47 -234959.9 -000001.6+000004.300001.3 03.02-0.08B3 0 0.08  24.44: omi2CMa
121007.53 -223711.3 -000071.5+000010.600010.8 03.0201.33K2 0            Minkar : eps Crv
050158.13 +434923.9 +000000.2-000002.300001.6 03.0300.54F0 1 0.15   0.00Maaz : eps Aur
124616.87 -680629.1 -000040.4-000010.300010.5 03.04-0.18B2 1            : bet Mus
143204.76 +381828.4 -000115.5+000151.900038.3 03.0400.19A7 0            Seginus : gam Boo
202100.65 -144653.0 +000048.4+000014.000009.5 03.0500.79A5 1            Dabih : bet1Cap
193043.29 +275734.9 -000007.1-000005.600008.5 03.0501.09K3 1            Albireo : bet2Cyg
064355.93 +250752.2 -000005.9-000012.800003.6 03.0601.38A3 0            Mebsuta : eps Gem
102219.80 +412958.0 -000080.5+000034.100013.1 03.0601.60M0 0            Tania Australis : mu  UMa
191233.15 +673940.7 +000094.5+000092.300032.5 03.0700.99G9 0            Altais : del Dra
181737.73 -364540.6 -000129.3-000166.600021.9 03.1001.58M2 0            : eta Sgr
085523.68 +055643.9 -000099.8+000014.700021.6 03.1100.98G8 0            : zet Hya
113546.93 -630111.4 -000033.8-000006.900008.0 03.11-0.04B9 0            : lam Cen
104937.43 -161138.9 +000092.8+000199.000023.5 03.1101.23K0 0            : nu  Hya
203733.99 -471730.0 +000049.2+000066.100032.2 03.1101.00K0 0            Al Nair : alp Ind
085912.84 +480232.5 -000441.1-000215.200068.3 03.1200.22A7 0            Talitha Borealis : iot UMa
171501.92 +245022.5 -000021.1-000157.700041.5 03.1200.08A3 0            Sarin : del Her
055057.55 -354609.5 +000055.7+000404.700037.9 03.1201.15K1 0            Wazn : bet Col
165837.23 -555924.2 -000018.3-000035.300005.7 03.1201.55K5 0            : zet Ara
145909.70 -420614.9 -000017.8-000021.300006.0 03.13-0.21B2 1            : kap Cen
092103.46 +342333.1 -000222.8+000014.800014.7 03.1401.55M0 0            : alp Lyn
093113.35 -570203.8 -000032.6+000006.100013.7 03.1601.54K5 0
171502.85 +364833.0 -000027.4+000002.700008.9 03.1601.44K3 0            : pi  Her
063745.67 -431145.3 -000000.4-000004.000007.7 03.17-0.10B8 0            : nu  Pup
093252.33 +514043.0 -000947.1-000535.600074.2 03.1700.47F6 0            : the UMa
170847.23 +654252.7 -000020.8+000019.100009.6 03.17-0.12B6 1            Kaou Pih : zet Dra
184539.35 -265926.8 +000051.1+000000.500014.1 03.17-0.11B8 0            : phi Sgr
050630.87 +411404.7 +000030.6-000068.400014.9 03.18-0.15B3 0            : eta Aur
144230.69 -645828.5 -000192.6-000234.100061.0 03.1800.26F1 0            : alp Cir
044950.14 +065740.5 +000463.4+000011.600124.6 03.1900.48F6 0            : pi 3Ori
050527.65 -222215.1 +000019.3-000072.300014.4 03.1901.46K4 0            : eps Lep
165740.27 +092230.2 -000293.0-000009.700038.0 03.1901.16K2 0            : kap Oph
174951.45 -370236.1 +000042.1+000027.800025.7 03.1901.19K0 0
211256.18 +301337.5 +000006.9-000068.100021.6 03.2100.99G8 1            : zet Cyg
233920.98 +773755.1 -000048.9+000127.200072.5 03.2101.03K1 1            Er Rai : gam Cep
152122.34 -403850.9 -000019.1-000024.100006.4 03.22-0.23B1 1            : del Lup
161819.24 -044133.4 +000082.4+000040.100030.3 03.2300.97G8 0            Yed Posterior : eps Oph
182118.92 -025349.6 -000547.6-000700.700052.8 03.2300.94K0 0            : eta Ser
212839.58 +703338.5 +000012.6+000008.700005.5 03.23-0.20B2 0 0.05   0.19Alphirk : bet Cep
064811.54 -615631.1 -000068.4+000242.000033.0 03.2400.23A7 0            : alp Pic
201118.26 -004917.3 +000035.5+000006.000011.4 03.24-0.07B9 1            : the Aql
185856.62 +324122.4 -000002.8+000001.800005.1 03.25-0.05B9 0            Sulaphat : gam Lyr
072913.88 -431806.8 -000059.9+000188.700017.7 03.2501.51K5 1 0.04 130.50: sig Pup
140622.27 -264055.3 +000043.0-000140.800032.2 03.2501.09K2 0            : pi  Hya
150404.26 -251654.7 -000071.8-000044.700011.2 03.2501.67M3 0            : sig Lib
034714.23 -741421.3 +000051.1+000115.300015.2 03.2601.59M2 0            : gam Hyi
172200.58 -245958.2 -000008.8-000023.600005.8 03.27-0.19B2 0 0.03   0.14: the Oph
225439.04 -154914.7 -000044.1-000024.800020.4 03.2700.07A3 0            Skat : del Aqr
003919.60 +305140.4 +000115.4-000083.000032.2 03.2701.27K3 0            : del And
051255.87 -161219.5 +000045.7-000016.100017.7 03.29-0.11B9 0            : mu  Lep
101344.28 -700216.5 -000035.7+000007.500008.8 03.29-0.07B8 0            : ome Car
152455.78 +585757.7 -000008.3+000017.300031.9 03.2901.17K2 0            Edasich : iot Dra
043359.72 -550242.0 +000058.1+000012.700018.6 03.30-0.08A0 1 0.04   2.94: alp Dor
103201.48 -614107.3 -000016.6+000011.400006.6 03.30-0.09B4 0            : q   Car
172523.66 -562239.7 -000000.8-000015.800002.9 03.31-0.15B1 0            : gam Ara
061452.70 +223024.6 -000062.5-000010.200009.3 03.3101.60M3 1 0.23 233.00: eta Gem
010605.11 -464306.6 -000070.2+000031.600016.5 03.3200.89G8 0            : bet Phe
121525.45 +570157.4 +000103.6+000007.800040.0 03.3200.08A3 0            Megrez : del UMa
171209.18 -431418.6 +000022.0-000287.400045.6 03.3200.44F3 0            : eta Sco
175901.60 -094624.1 -000010.3-000116.100021.4 03.3200.99K0 0            : nu  Oph
030510.50 +385025.9 +000128.7-000106.600010.0 03.3201.53M3 0            : rho Per
190656.44 -274011.3 -000050.8-000250.500027.1 03.3201.17K1 1            : tau Sgr
041425.43 -622826.3 +000041.6+000049.700020.0 03.3300.92G7 0            : alp Ret
111414.44 +152547.1 -000059.0-000079.400018.4 03.33-0.00A2 0            Chertan : the Leo
074917.66 -245135.2 -000005.6-000000.700002.4 03.3401.22G6 0            Asmidiske : xi  Pup
015423.68 +634012.5 +000032.0-000018.700007.4 03.35-0.15B2 0            Navi : eps Cas
052428.62 -022349.7 -000000.5-000003.200003.6 03.35-0.24B1 1 0.27   7.99: eta Ori
064517.43 +125345.8 -000115.2-000190.900057.0 03.3500.44F5 0            : xi  Gem
083016.03 +604306.4 -000134.3-000107.700017.8 03.3500.86G4 0            Muscida : omi UMa
192529.75 +030652.5 +000253.1+000080.700065.0 03.3600.32F0 1            : del Aql
152240.89 -444122.5 -000020.2-000020.100006.5 03.37-0.19B2 1            : eps Lup
084646.65 +062508.1 -000231.0-000040.200024.1 03.3800.69G0 1            : eps Hya
133441.75 -003545.4 -000278.9+000048.600044.5 03.3800.11A3 0            Heze : zet Vir
053508.28 +095603.0 -000001.0-000001.900003.1 03.39-0.16O. 1            : lam Ori
101705.01 -611956.4 -000024.2+000006.400004.4 03.3901.54K3 0
125536.48 +032351.4 -000471.4-000052.800016.1 03.3901.57M3 0            Auva : del Vir
221051.26 +581204.5 +000013.3+000004.500004.5 03.3901.56K1 0            : zet Cep
042839.67 +155215.4 +000108.7-000026.400021.9 03.4000.18A7 0            : the2Tau
040040.82 +122925.4 -000008.2-000012.000008.8 03.41-0.10B3 0 0.10   0.00: lam Tau
134930.30 -414115.6 -000026.0-000020.400006.9 03.41-0.23B2 0 0.03   2.62: nu  Cen
151217.20 -520556.7 -000113.9-000071.000028.1 03.4100.92G8 0            : zet Lup
204517.27 +615012.5 +000086.1+000817.900069.7 03.4100.91K0 0            : eta Cep
224127.67 +104953.0 +000077.4-000011.000015.6 03.41-0.09B8 0            Homan : zet Peg
012821.94 -431903.8 -000018.2-000207.700013.9 03.4101.54K5 1 0.09  97.50: gam Phe
015304.90 +293445.8 +000012.0-000233.700050.9 03.4200.49F6 0 0.02   0.87Mothallah : alp Tri
160007.34 -382347.9 -000016.6-000027.100006.6 03.42-0.21B2 0            : eta Lup
174627.72 +274321.0 -000291.4-000750.000119.0 03.4200.75G5 0            : mu  Her
204457.56 -661211.7 -000042.4+000010.600023.7 03.4200.16A5 0            : bet Pav
091058.11 -585800.9 -000017.7+000014.100007.8 03.43-0.19B2 1
101641.40 +232502.4 +000019.8-000007.300012.6 03.4300.31F0 0            Adhafera : zet Leo
190614.95 -045256.4 -000019.7-000090.400026.1 03.43-0.10B9 0            Al Thalimain : lam Aql
101705.93 +425452.1 -000170.1-000042.600024.3 03.4500.03A2 1            Tania Borealis : lam UMa
004905.10 +574859.6 +001087.1-000559.600168.0 03.4600.59G0 1            : eta Cas
075646.74 -525856.6 -000028.4+000016.800008.4 03.46-0.18B3 1            : chi Car
151530.10 +331854.4 +000084.8-000110.600027.9 03.4600.96G8 0            : del Boo
010835.26 -101054.9 +000215.8-000138.300027.7 03.4601.16K2 0            : eta Cet
024318.12 +031410.2 -000146.4-000145.300039.8 03.4700.09A3 1            : gam Cet
134937.01 -422825.3 -000023.9-000019.200006.2 03.47-0.17B2 0            : mu  Cen
100719.95 +164545.6 -000001.9-000000.500001.5 03.48-0.03A0 0            : eta Leo
164253.74 +385520.9 +000035.6-000085.000029.1 03.4800.92G8 0            : eta Her
014405.13 -155622.4 -001721.8+000854.100274.2 03.4900.73G8 0            : tau Cet
150156.79 +402326.3 -000040.2-000029.200014.9 03.4900.96G8 0            Nekkar : bet Boo
182658.43 -455806.0 -000016.7-000053.300013.1 03.49-0.18B3 0            : alp Tel
224833.20 -511900.1 +000108.5-000065.900025.2 03.4900.08A3 0            : eps Gru
070143.15 -275605.4 -000006.0+000004.600002.7 03.4901.73K4 0            : sig CMa
111828.76 +330539.3 -000026.6+000027.500007.7 03.4901.40K3 0            Alula Borealis : nu  UMa
064950.47 -323030.6 -000009.2+000004.000004.1 03.50-0.12B1 0            : kap CMa
072007.39 +215856.4 -000018.7-000007.800055.5 03.5000.37F0 1            Wasat : del Gem
224940.91 +661202.6 -000066.1-000124.700028.3 03.5001.05K0 0            : iot Cep
