21.61190  36.0000
21.61190  35.9867
21.59420  35.7881
21.57640  35.5886
21.55890  35.3886
21.54140  35.1875
21.52420  34.9858
21.50690  34.7831
21.48970  34.5797
21.47250  34.3756
21.45580  34.1708
21.43890  33.9650
21.42220  33.7586
21.40560  33.5517
21.38890  33.3439
21.37250  33.1353
21.36190  32.8561
21.35140  32.5764
21.34640  32.2269
21.34170  31.8778
21.32580  31.6669
21.32110  31.3175
21.30560  31.1061
21.28970  30.8939
21.27420  30.6811
21.25860  30.4678
21.23190  30.3897
21.21670  30.1744
21.19000  30.0936
21.17500  29.8767
21.17140  29.5253
21.15640  29.3078
21.14140  29.0894
21.12670  28.8706
21.11190  28.6514
21.10860  28.2994
21.09420  28.0794
21.07940  27.8586
21.06530  27.6375
21.05080  27.4158
21.03670  27.1933
21.02250  26.9706
21.00830  26.7469
20.99420  26.5231
20.98030  26.2986
20.96640  26.0736
20.95250  25.8481
20.93890  25.6222
20.92530  25.3956
20.91170  25.1686
20.89810  24.9411
20.89610  24.5878
20.88280  24.3597
20.86940  24.1314
20.85610  23.9022
20.84310  23.6728
20.83560  23.3811
20.82830  23.0894
20.81530  22.8589
20.80250  22.6281
20.80110  22.2747
20.78830  22.0433
20.77560  21.8117
20.76280  21.5792
20.75030  21.3467
20.74920  20.9933
20.73670  20.7600
20.72420  20.5264
20.71190  20.2925
20.69940  20.0581
20.69310  19.7642
20.68670  19.4700
20.67440  19.2347
20.66220  18.9992
20.65030  18.7631
20.63830  18.5267
20.62640  18.2897
20.60890  18.1106
20.59140  17.9306
20.56810  17.8072
20.54500  17.6825
20.53330  17.4428
20.51030  17.3164
20.51030  16.9622
20.49860  16.7217
20.48720  16.4806
20.48720  16.1267
20.47580  15.8853
20.47030  15.5875
20.46470  15.2900
20.45940  14.9922
20.45390  14.6944
20.43920  14.3711
20.43940  14.0181
20.42860  13.7753
20.41750  13.5322
20.40670  13.2886
20.39580  13.0450
20.38500  12.8008
20.37420  12.5564
20.35190  12.4200
20.34110  12.1747
20.31890  12.0364
20.29690  11.8972
20.28060  11.7036
20.26420  11.5097
20.25360  11.2619
20.24310  11.0142
20.23280  10.7661
20.22220  10.5178
20.21190  10.2692
20.20170  10.0203
20.19140   9.7711
20.16940   9.6253
20.15920   9.3756
20.13750   9.2283
20.12170   9.0292
20.09420   8.9317
20.07810   8.7311
20.06220   8.5300
20.04640   8.3283
20.03060   8.1261
20.02060   7.8731
20.01060   7.6197
20.00080   7.3661
19.97920   7.2125
19.95190   7.1081
19.92440   7.0028
19.90310   6.8467
19.88170   6.6897
19.87190   6.4336
19.86220   6.1772
19.85250   5.9208
19.84280   5.6642
19.82140   5.5050
19.81170   5.2478
19.79640   5.0389
19.78080   4.8297
19.77140   4.5717
19.76170   4.3136
19.74060   4.1517
19.73110   3.8931
19.72170   3.6342
19.71220   3.3753
19.69080   3.2117
19.68140   2.9522
19.67220   2.6928
19.66280   2.4328
19.64170   2.2678
19.63220   2.0078
19.62310   1.7472
19.61360   1.4869
19.60440   1.2261
19.59500   0.9656
19.58580   0.7044
19.57670   0.4436
19.56750   0.1822
19.56420  -0.1253
19.56080  -0.4333
19.55170  -0.6947
19.54250  -0.9561
19.54250  -1.0000
18.55920  -1.0000
18.55920  -0.9242
18.61640  -0.3572
18.65000   0.3944
18.70720   0.9628
18.75250   1.6236
18.81530   1.9233
18.87470   1.6867
18.94060   1.8506
18.95060   2.7875
18.94860   3.8167
18.97640   4.6153
19.00420   5.4133
19.04390   6.1186
19.07190   6.9161
19.11190   7.6200
19.14610   8.3700
19.18060   9.1189
19.20890   9.9142
19.23780  10.7086
19.26640  11.5025
19.31940  12.1061
19.35470  12.8500
19.37190  13.7364
19.39560  14.5744
19.42560  15.3639
19.43110  16.3453
19.41860  17.4708
19.43060  18.4042
19.46110  19.1925
19.51670  19.7847
19.54810  20.5700
19.60440  21.1561
19.65610  22.0114
19.68860  22.7903
19.73390  23.4667
19.76720  24.2419
19.81360  24.9128
19.87310  25.4764
19.95830  25.8233
20.01970  26.0119
20.05170  26.6864
20.05000  27.7672
20.07420  28.6322
20.09860  29.4961
20.13640  30.2494
20.17470  30.9997
20.21390  31.7475
20.25360  32.4922
20.29420  33.2336
20.33530  33.9719
20.35060  34.9381
20.36640  35.9039
20.36640  36.0000
21.61190  36.0000
